name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Lysobacter auxotrophicus	2992573	S	56	22	78	0.00000
Lysobacter ciconiae	2781022	S	15	45	60	0.00000
Lysobacter gummosus	262324	S	12	212	224	0.00000
Lysobacter avium	2781023	S	10	92	102	0.00000
Xylella fastidiosa	2371	S	6721	21670	28391	0.00027
Xylella taiwanensis	1444770	S	601	14	615	0.00001
Luteimonas sp. MC1825	2761107	S	527	1126	1653	0.00002
Luteimonas sp. JM171	1896164	S	478	189	667	0.00001
Luteimonas sp. S4-F44	2925842	S	103	83	186	0.00000
Luteimonas sp. YGD11-2	2508168	S	68	318	386	0.00000
Luteimonas sp. MC1750	2799326	S	57	115	172	0.00000
Luteimonas sp. MC1572	2799325	S	30	64	94	0.00000
Luteimonas fraxinea	2901869	S	626	929	1555	0.00001
Luteimonas chenhongjianii	2006110	S	355	587	942	0.00001
Luteimonas granuli	1176533	S	154	358	512	0.00000
Luteimonas yindakuii	2565782	S	69	341	410	0.00000
Pseudolysobacter antarcticus	2511995	S	5998	66	6064	0.00006
Thermomonas sp. XSG	2771436	S	573	1542	2115	0.00002
Thermomonas sp. HDW16	2714945	S	76	109	185	0.00000
Thermomonas brevis	215691	S	215	636	851	0.00001
Thermomonas paludicola	2884874	S	192	236	428	0.00000
Thermomonas aquatica	2202149	S	126	319	445	0.00000
Thermomonas carbonis	1463158	S	47	33	80	0.00000
Arenimonas daejeonensis	370777	S	2641	368	3009	0.00003
Tahibacter amnicola	2976241	S	19108	3475	22583	0.00021
Dyella sp. GSA-30	2994496	S	1941	2524	4465	0.00004
Dyella sp. M7H15-1	2501295	S	1328	1034	2362	0.00002
Dyella sp. BiH032	3075430	S	643	1512	2155	0.00002
Dyella sp. A6	3069105	S	474	1235	1709	0.00002
Dyella caseinilytica	1849581	S	831	769	1600	0.00001
Dyella terrae	522259	S	817	1875	2692	0.00003
Dyella telluris	2763498	S	584	3351	3935	0.00004
Dyella thiooxydans	445710	S	343	1522	1865	0.00002
Dyella japonica	231455	S	326	2155	2481	0.00002
Dokdonella koreensis	323415	S	8697	5210	13907	0.00013
Rhodanobacter glycinis	582702	S	3212	6727	9939	0.00009
Rhodanobacter sp. AS-Z3	3031330	S	566	526	1092	0.00001
Rhodanobacter sp. FDAARGOS 1247	2778082	S	138	453	591	0.00001
Rhodanobacter denitrificans	666685	S	438	1744	2182	0.00002
Rhodanobacter thiooxydans	416169	S	388	1520	1908	0.00002
Luteibacter pinisoli	2589080	S	273	1247	1520	0.00001
Luteibacter anthropi	564369	S	262	804	1066	0.00001
Luteibacter aegosomatis	2911537	S	203	697	900	0.00001
Luteibacter rhizovicinus	242606	S	198	412	610	0.00001
Luteibacter flocculans	2780091	S	106	282	388	0.00000
Luteibacter aegosomatissinici	2911539	S	69	311	380	0.00000
Luteibacter aegosomaticola	2911538	S	42	185	227	0.00000
Aerosticca soli	2010829	S	3249	10919	14168	0.00013
Ahniella affigens	2021234	S	3070	192	3262	0.00003
Frateuria edaphi	2898793	S	679	2467	3146	0.00003
Frateuria aurantia	81475	S	636	818	1454	0.00001
Frateuria soli	1542730	S	58	315	373	0.00000
Beggiatoa leptomitoformis	288004	S	88601	329	88930	0.00083
Thiothrix subterranea	2735563	S	6375	1588	7963	0.00007
Thiothrix lacustris	525917	S	2163	3159	5322	0.00005
Thiothrix winogradskyi	96472	S	1770	667	2437	0.00002
Thiothrix litoralis	2891210	S	800	1886	2686	0.00003
Thiothrix unzii	111769	S	286	140	426	0.00000
Candidatus Thiothrix anitrata	2823902	S	122	67	189	0.00000
Methylophaga frappieri	754477	S	25856	6948	32804	0.00031
Methylophaga pinxianii	2881052	S	523	1472	1995	0.00002
Methylophaga thalassica	40223	S	458	979	1437	0.00001
Methylophaga nitratireducenticrescens	754476	S	279	371	650	0.00001
Cycloclasticus sp. PY97N	728003	S	140	3542	3682	0.00003
Cycloclasticus sp. P1	385025	S	68	2333	2401	0.00002
Cycloclasticus zancles	1329899	S	143	3789	3932	0.00004
Piscirickettsia salmonis	1238	S	6956	108	7064	0.00007
Thiomicrorhabdus sediminis	2580412	S	1449	420	1869	0.00002
Thiomicrorhabdus sp.	2039724	S	1302	582	1884	0.00002
Thiomicrorhabdus aquaedulcis	2211106	S	877	176	1053	0.00001
Thiomicrorhabdus immobilis	2791037	S	500	348	848	0.00001
Thiomicrorhabdus xiamenensis	2739063	S	416	115	531	0.00000
Thiomicrorhabdus indica	2267253	S	226	42	268	0.00000
Thiomicrorhabdus lithotrophica	2949997	S	182	105	287	0.00000
Thiomicrospira sp. R3	3035472	S	647	2272	2919	0.00003
Thiomicrospira sp. S5	1803865	S	429	6413	6842	0.00006
Thiomicrospira cyclica	147268	S	83	514	597	0.00001
Thiomicrospira microaerophila	406020	S	17	323	340	0.00000
Hydrogenovibrio crunogenus	39765	S	563	132	695	0.00001
Hydrogenovibrio marinus	28885	S	435	41	476	0.00000
Hydrogenovibrio thermophilus	265883	S	15	214	229	0.00000
Thiosulfativibrio zosterae	2675053	S	881	72	953	0.00001
Thiosulfatimonas sediminis	2675054	S	254	33	287	0.00000
Francisella tularensis	263	S	8240	103030	111270	0.00104
Francisella persica	954	S	3137	32	3169	0.00003
Francisella philomiragia	28110	S	2967	216	3183	0.00003
Francisella orientalis	299583	S	1663	22256	23919	0.00022
Francisella frigiditurris	1542390	S	648	10	658	0.00001
Francisella hispaniensis	622488	S	204	10	214	0.00000
Francisella marina	2249302	S	201	17	218	0.00000
Francisella sp. FSC1006	1547445	S	84	2	86	0.00000
Francisella noatunensis	657445	S	62	2	64	0.00000
Francisella halioticida	549298	S	38	0	38	0.00000
Francisella uliginis	573570	S	31	1	32	0.00000
Allofrancisella guangzhouensis	594679	S	9898	1199	11097	0.00010
Allofrancisella frigidaquae	1085644	S	69	28	97	0.00000
Allofrancisella inopinata	1085647	S	69	30	99	0.00000
Cysteiniphilum sp. QT6929	2975055	S	7115	111	7226	0.00007
endosymbiont of unidentified scaly snail isolate Monju	1248727	S	311201	1355	312556	0.00292
Isorropodon fossajaponicum symbiont	883811	S	1195	13	1208	0.00001
endosymbiont of Euscepes postfasciatus	650377	S	424	8	432	0.00000
Abyssogena phaseoliformis symbiont	596095	S	196	2	198	0.00000
Shewanella sp. ANA-3	94122	S	5209	1091	6300	0.00006
Shewanella sp. Pdp11	2059264	S	5159	914	6073	0.00006
Shewanella sp. MTB7	2746932	S	1624	16	1640	0.00002
Shewanella sp. FDAARGOS_354	1930557	S	1324	1978	3302	0.00003
Shewanella sp. Arc9-LZ	2698686	S	371	11	382	0.00000
Shewanella sp. WPAGA9	2775245	S	159	17	176	0.00000
Shewanella sp. NFH-SH190041	2950245	S	81	1	82	0.00000
Shewanella sp. OMA3-2	2908650	S	48	0	48	0.00000
Shewanella sp. YLB-09	2601269	S	41	4795	4836	0.00005
Shewanella sp. SNU WT4	2590015	S	16	0	16	0.00000
Shewanella sp. Scap07	2589987	S	12	0	12	0.00000
Shewanella sp. DAU305	2991940	S	10	3	13	0.00000
Shewanella xiamenensis	332186	S	11445	4266	15711	0.00015
Shewanella pealeana	70864	S	5202	92	5294	0.00005
Shewanella putrefaciens	24	S	3095	657	3752	0.00004
Shewanella baltica	62322	S	2682	1964	4646	0.00004
Shewanella algae	38313	S	1372	109	1481	0.00001
Shewanella japonica	93973	S	431	49	480	0.00000
Shewanella vesiculosa	518738	S	337	9	346	0.00000
Shewanella dokdonensis	712036	S	315	3	318	0.00000
Shewanella marisflavi	260364	S	165	4	169	0.00000
Shewanella bicestrii	2018305	S	144	49	193	0.00000
Shewanella avicenniae	2814294	S	109	2	111	0.00000
Shewanella polaris	2588449	S	101	9	110	0.00000
Shewanella amazonensis	60478	S	66	1	67	0.00000
Shewanella piezotolerans	404011	S	62	0	62	0.00000
Shewanella mangrovisoli	2864211	S	61	4	65	0.00000
Shewanella yunxiaonensis	2829809	S	59	1	60	0.00000
Shewanella inventionis	1738770	S	54	3	57	0.00000
Shewanella carassii	1987584	S	48	2	50	0.00000
Shewanella benthica	43661	S	48	0	48	0.00000
Shewanella denitrificans	192073	S	47	0	47	0.00000
Shewanella aestuarii	1028752	S	47	2	49	0.00000
Shewanella oncorhynchi	2726434	S	43	3	46	0.00000
Shewanella psychromarinicola	2487742	S	39	0	39	0.00000
Shewanella cyperi	2814292	S	31	0	31	0.00000
Shewanella litorisediminis	1173586	S	23	0	23	0.00000
Shewanella acanthi	2864212	S	20	0	20	0.00000
Shewanella psychropiezotolerans	2593655	S	20	0	20	0.00000
Shewanella woodyi	60961	S	15	0	15	0.00000
uncultured Shewanella sp.	173975	S	13	1	14	0.00000
Shewanella maritima	2520507	S	12	0	12	0.00000
Shewanella violacea	60217	S	12	0	12	0.00000
Shewanella livingstonensis	150120	S	10	0	10	0.00000
Parashewanella tropica	2547970	S	468	42	510	0.00000
Parashewanella spongiae	342950	S	176	12	188	0.00000
Psychrosphaera ytuae	2820710	S	18803	972	19775	0.00018
Psychrosphaera aestuarii	1266052	S	529	23	552	0.00001
Pseudoalteromonas sp. R3	1709477	S	1062	9	1071	0.00001
Pseudoalteromonas sp. Scap25	2589992	S	1036	45974	47010	0.00044
Pseudoalteromonas sp. MT33b	2759705	S	938	73	1011	0.00001
Pseudoalteromonas sp. A41-2	2785910	S	505	93	598	0.00001
Pseudoalteromonas sp. SCSIO 43088	2822846	S	411	33	444	0.00000
Pseudoalteromonas sp. 3J6	649161	S	253	4	257	0.00000
Pseudoalteromonas sp. A22	327511	S	200	15	215	0.00000
Pseudoalteromonas sp. 1_2015MBL_MicDiv	1720343	S	153	2	155	0.00000
Pseudoalteromonas sp. HL-AS2	3071082	S	151	14	165	0.00000
Pseudoalteromonas sp. APM04	2699396	S	115	11	126	0.00000
Pseudoalteromonas sp. 13-15	1761891	S	59	106	165	0.00000
Pseudoalteromonas sp. KAN5	2916633	S	53	2	55	0.00000
Pseudoalteromonas sp. H100	1348394	S	50	23	73	0.00000
Pseudoalteromonas sp. KG3	2951137	S	50	3	53	0.00000
Pseudoalteromonas sp. CF6-2	562716	S	42	0	42	0.00000
Pseudoalteromonas sp. DL-6	1390185	S	41	1	42	0.00000
Pseudoalteromonas sp. LC2018020214	2799564	S	36	1	37	0.00000
Pseudoalteromonas sp. SCSIO 43101	2822847	S	33	3	36	0.00000
Pseudoalteromonas sp. MM1	3036714	S	31	0	31	0.00000
Pseudoalteromonas sp. M8	2692624	S	21	7	28	0.00000
Pseudoalteromonas sp. SCSIO 43095	2894202	S	20	0	20	0.00000
Pseudoalteromonas sp. SM9913	234831	S	17	2	19	0.00000
Pseudoalteromonas sp. A25	116092	S	16	0	16	0.00000
Pseudoalteromonas sp. GCY	2003316	S	13	0	13	0.00000
Pseudoalteromonas sp. FE4	3035452	S	11	0	11	0.00000
Pseudoalteromonas piscicida	43662	S	3494	69	3563	0.00003
Pseudoalteromonas phenolica	161398	S	1387	989	2376	0.00002
Pseudoalteromonas xiamenensis	882626	S	424	3	427	0.00000
Pseudoalteromonas shioyasakiensis	1190813	S	344	20	364	0.00000
Pseudoalteromonas carrageenovora	227	S	300	179	479	0.00000
Pseudoalteromonas rubra	43658	S	238	1	239	0.00000
Pseudoalteromonas espejiana	28107	S	209	2	211	0.00000
Pseudoalteromonas agarivorans	176102	S	202	12	214	0.00000
Pseudoalteromonas prydzensis	182141	S	197	3	200	0.00000
Pseudoalteromonas luteoviolacea	43657	S	138	1	139	0.00000
Pseudoalteromonas mariniglutinosa	206042	S	113	1	114	0.00000
Pseudoalteromonas ulvae	107327	S	80	0	80	0.00000
Pseudoalteromonas ruthenica	151081	S	65	1	66	0.00000
Pseudoalteromonas viridis	339617	S	65	1	66	0.00000
Pseudoalteromonas marina	267375	S	58	1	59	0.00000
Pseudoalteromonas tunicata	314281	S	50	0	50	0.00000
Pseudoalteromonas spongiae	298657	S	48	0	48	0.00000
Pseudoalteromonas tetraodonis	43659	S	40	5	45	0.00000
Pseudoalteromonas donghaensis	621376	S	33	3	36	0.00000
Pseudoalteromonas undina	43660	S	32	0	32	0.00000
Pseudoalteromonas ostreae	2774154	S	22	0	22	0.00000
Pseudoalteromonas nigrifaciens	28109	S	19	2	21	0.00000
Pseudoalteromonas rhizosphaerae	2518973	S	14	0	14	0.00000
Flocculibacter collagenilyticus	2744479	S	591	4	595	0.00001
Hydrocarboniclastica marina	2259620	S	13656	219	13875	0.00013
Salinimonas marina	2785918	S	546	2728	3274	0.00003
Salinimonas sediminis	2303538	S	126	1708	1834	0.00002
Salinimonas lutimaris	914153	S	52	230	282	0.00000
Salinimonas iocasae	2572577	S	15	340	355	0.00000
Alteromonas sp. RKMC-009	2267264	S	492	14	506	0.00000
Alteromonas sp. B31-7	2785913	S	301	72	373	0.00000
Alteromonas sp. LMIT006	2961948	S	264	14	278	0.00000
Alteromonas sp. M12	3135644	S	236	10	246	0.00000
Alteromonas sp. 009811495	3002962	S	220	13	233	0.00000
Alteromonas sp. KC14	2795689	S	111	1548	1659	0.00002
Alteromonas sp. RW2A1	1917158	S	74	22	96	0.00000
Alteromonas sp. KC3	2795688	S	13	135	148	0.00000
Alteromonas sp. Mac1	1777491	S	11	11	22	0.00000
Alteromonas mediterranea	314275	S	670	4127	4797	0.00004
Alteromonas macleodii	28108	S	661	79	740	0.00001
Alteromonas stellipolaris	233316	S	655	320	975	0.00001
Alteromonas australica	589873	S	495	49	544	0.00001
Alteromonas gracilis	1479524	S	198	7	205	0.00000
Alteromonas pelagimontana	1858656	S	103	3	106	0.00000
Alkalimarinus alittae	2961619	S	1482	1007	2489	0.00002
Alkalimarinus coralli	2935863	S	398	197	595	0.00001
Agarivorans gilvus	680279	S	860	34	894	0.00001
Agarivorans aestuarii	1563703	S	154	184	338	0.00000
Agarivorans albus	182262	S	129	534	663	0.00001
Agarivorans sp. TSD2052	2937286	S	65	4	69	0.00000
Saliniradius amylolyticus	2183582	S	1768	44	1812	0.00002
Paraglaciecola sp. L3A3	2686358	S	1126	69	1195	0.00001
Paraglaciecola sp. T6c	3042615	S	89	32	121	0.00000
Paraglaciecola sp. L1A13	2686359	S	37	5	42	0.00000
Paraglaciecola psychrophila	326544	S	378	25	403	0.00000
Catenovulum adriaticum	2984846	S	547	131	678	0.00001
Catenovulum sediminis	1740262	S	130	19	149	0.00000
Paraneptunicella aestuarii	2831148	S	361	5	366	0.00000
Glaciecola nitratireducens	300231	S	279	11	290	0.00000
Saccharobesus litoralis	2172099	S	272	1	273	0.00000
Planctobacterium marinum	1631968	S	206	6	212	0.00000
Lacimicrobium alkaliphilum	1526571	S	79	2	81	0.00000
Aliiglaciecola sp. LCG003	3053655	S	60	4	64	0.00000
Idiomarina sp.	1874361	S	16786	9436	26222	0.00024
Idiomarina sp. OT37-5b	2100422	S	449	329	778	0.00001
Idiomarina sp. X4	2055892	S	42	207	249	0.00000
Idiomarina sp. PL1-037	3095365	S	27	43	70	0.00000
Idiomarina sp. OXR-189	3100175	S	10	16	26	0.00000
Idiomarina loihiensis	135577	S	1170	1235	2405	0.00002
Idiomarina abyssalis	86102	S	26	21	47	0.00000
Pseudidiomarina andamanensis	1940690	S	111	29	140	0.00000
Thalassotalea sp. PS06	2594005	S	630	190	820	0.00001
Thalassotalea sp. HSM 43	2552945	S	461	174	635	0.00001
Thalassotalea sp. LPB0316	2769490	S	84	40	124	0.00000
Thalassotalea hakodatensis	3030492	S	187	187	374	0.00000
Thalassotalea agarivorans	349064	S	161	59	220	0.00000
Thalassotalea crassostreae	1763536	S	71	36	107	0.00000
Thalassotalea atypica	2054316	S	65	34	99	0.00000
Thalassotalea piscium	1230533	S	37	30	67	0.00000
Thalassotalea sediminis	1759089	S	37	28	65	0.00000
Colwellia sp. M166	2583805	S	1056	1361	2417	0.00002
Colwellia sp. Arc7-635	2497879	S	351	437	788	0.00001
Colwellia sp. MT41	58049	S	183	98	281	0.00000
Colwellia sp. Arc7-D	2161872	S	151	400	551	0.00001
Colwellia sp. 20A7	2689569	S	47	30	77	0.00000
Colwellia sp. PAMC 20917	1816218	S	41	22	63	0.00000
Colwellia sp. PAMC 21821	1816219	S	21	83	104	0.00000
Colwellia psychrerythraea	28229	S	13	12	25	0.00000
Thalassomonas viridans	137584	S	1206	495	1701	0.00002
Thalassomonas actiniarum	485447	S	132	110	242	0.00000
Thalassomonas haliotis	485448	S	27	24	51	0.00000
Litorilituus sediminis	718192	S	915	441	1356	0.00001
Cognaticolwellia beringensis	1967665	S	20	121	141	0.00000
Ferrimonas lipolytica	2724191	S	4046	90	4136	0.00004
Ferrimonas sp. YFM	3028878	S	604	17	621	0.00001
Ferrimonas sp. SCSIO 43195	2822844	S	352	10	362	0.00000
Ferrimonas balearica	44012	S	283	7	290	0.00000
Moritella marina	90736	S	1172	770	1942	0.00002
Moritella sp. 24	2746230	S	99	70	169	0.00000
Moritella sp. 36	2746233	S	32	224	256	0.00000
Moritella sp. 5	2746231	S	15	22	37	0.00000
Moritella sp. 28	2746232	S	15	105	120	0.00000
Moritella yayanosii	69539	S	52	33	85	0.00000
Psychromonas ingrahamii	357794	S	359	797	1156	0.00001
Psychromonas sp. CNPT3	314282	S	184	754	938	0.00001
Pasteurella multocida	747	S	36568	53643	90211	0.00084
Pasteurella skyensis	97481	S	329	2	331	0.00000
Pasteurella sp. XG20	2844383	S	200	4449	4649	0.00004
Pasteurella atlantica	2827233	S	147	1	148	0.00000
Pasteurella dagmatis	754	S	16	0	16	0.00000
Pasteurella canis	753	S	15	0	15	0.00000
Haemophilus influenzae	727	S	5865	528	6393	0.00006
[Haemophilus] ducreyi	730	S	3542	132	3674	0.00003
Haemophilus parainfluenzae	729	S	1828	63	1891	0.00002
Haemophilus haemolyticus	726	S	835	36	871	0.00001
Haemophilus parahaemolyticus	735	S	522	10	532	0.00000
Haemophilus sp. oral taxon 036	712310	S	163	8	171	0.00000
Haemophilus pittmaniae	249188	S	16	0	16	0.00000
Aggregatibacter actinomycetemcomitans	714	S	6376	5350	11726	0.00011
Aggregatibacter aphrophilus	732	S	5336	173	5509	0.00005
Aggregatibacter sp. oral taxon 513	712150	S	175	10	185	0.00000
Aggregatibacter sp. Marseille-P9115	2866570	S	12	0	12	0.00000
Glaesserella parasuis	738	S	11368	3548	14916	0.00014
Gallibacterium salpingitidis	505341	S	8305	395	8700	0.00008
Gallibacterium anatis	750	S	1384	105	1489	0.00001
Actinobacillus equuli	718	S	4097	240	4337	0.00004
Actinobacillus lignieresii	720	S	1560	57	1617	0.00002
Actinobacillus arthritidis	157339	S	838	15	853	0.00001
Actinobacillus pleuropneumoniae	715	S	736	3858	4594	0.00004
Actinobacillus delphinicola	51161	S	250	3	253	0.00000
Actinobacillus porcitonsillarum	189834	S	203	17	220	0.00000
Mannheimia haemolytica	75985	S	4197	1133	5330	0.00005
Mannheimia granulomatis	85402	S	1248	22	1270	0.00001
Mannheimia varigena	85404	S	463	48	511	0.00000
Mannheimia pernigra	111844	S	50	23	73	0.00000
Histophilus somni	731	S	3803	130	3933	0.00004
Avibacterium paragallinarum	728	S	2563	178	2741	0.00003
Avibacterium sp. 20-132	2911526	S	503	64	567	0.00001
Avibacterium volantium	762	S	44	6	50	0.00000
Mergibacter septicus	221402	S	2865	27	2892	0.00003
[Mannheimia] succiniciproducens	157673	S	137	260	397	0.00000
Basfia succiniciproducens	653940	S	131	262	393	0.00000
Frederiksenia canicola	123824	S	746	22	768	0.00001
Rodentibacter caecimuris	1796644	S	66	181	247	0.00000
Rodentibacter haemolyticus	2778911	S	29	90	119	0.00000
Bibersteinia trehalosi	47735	S	340	131	471	0.00000
Otariodibacter oris	1032623	S	248	3	251	0.00000
Vespertiliibacter pulmonis	1443036	S	229	3	232	0.00000
Bisgaardia hudsonensis	109472	S	73	0	73	0.00000
Aeromonas salmonicida	645	S	31937	27770	59707	0.00056
Aeromonas veronii	654	S	8246	3365	11611	0.00011
Aeromonas hydrophila	644	S	5957	2927	8884	0.00008
Aeromonas caviae	648	S	4429	6825	11254	0.00011
Aeromonas sp. FDAARGOS 1404	2778053	S	2056	3210	5266	0.00005
Aeromonas sp. WP2-W18-CRE-05	2675707	S	337	2624	2961	0.00003
Aeromonas sp. ASNIH2	1636607	S	115	298	413	0.00000
Aeromonas sp. CA23	2033032	S	104	22	126	0.00000
Aeromonas sp. 2692-1	2560029	S	102	135	237	0.00000
Aeromonas sp. FDAARGOS 1414	2778063	S	75	67	142	0.00000
Aeromonas sp. ASNIH1	1636606	S	63	506	569	0.00001
Aeromonas sp. FDAARGOS 1403	2778052	S	61	81	142	0.00000
Aeromonas sp. CU5	2033033	S	51	4	55	0.00000
Aeromonas sp. FDAARGOS 1415	2778064	S	46	4	50	0.00000
Aeromonas sp. ASNIH7	1920107	S	40	388	428	0.00000
Aeromonas sp. FDAARGOS 1407	2778056	S	39	23	62	0.00000
Aeromonas sp. ASNIH5	1758179	S	27	168	195	0.00000
Aeromonas sp. FDAARGOS 1405	2778054	S	21	9	30	0.00000
Aeromonas sp. FDAARGOS 1409	2778058	S	20	5	25	0.00000
Aeromonas sp. ASNIH4	1636609	S	18	21	39	0.00000
Aeromonas sp. FDAARGOS 1416	2778065	S	13	11	24	0.00000
Aeromonas dhakensis	196024	S	2683	1267	3950	0.00004
Aeromonas jandaei	650	S	2322	592	2914	0.00003
Aeromonas media	651	S	2152	6527	8679	0.00008
Aeromonas enteropelogenes	29489	S	1349	251	1600	0.00001
Aeromonas schubertii	652	S	634	35	669	0.00001
Aeromonas rivipollensis	948519	S	218	42	260	0.00000
Aeromonas allosaccharophila	656	S	167	63	230	0.00000
Aeromonas simiae	218936	S	122	11	133	0.00000
Aeromonas encheleia	73010	S	65	3	68	0.00000
Aeromonas rivuli	648794	S	55	2	57	0.00000
Aeromonas bestiarum	105751	S	11	2	13	0.00000
uncultured Tolumonas sp.	263765	S	4587	1700	6287	0.00006
Tolumonas auensis	43948	S	2695	2842	5537	0.00005
Dongshaea marina	2047966	S	3589	37	3626	0.00003
Oceanisphaera avium	1903694	S	652	546	1198	0.00001
Oceanisphaera sp. IT1-181	3081199	S	66	489	555	0.00001
Oceanisphaera profunda	1416627	S	59	476	535	0.00000
Oceanimonas pelagia	3028314	S	248	270	518	0.00000
Oceanimonas sp. GK1	511062	S	106	164	270	0.00000
Oceanimonas sp. AH20CE76	2977120	S	45	49	94	0.00000
Zobellella denitrificans	347534	S	573	121	694	0.00001
Succinivibrio dextrinosolvens	83771	S	15750	68	15818	0.00015
Sinimarinibacterium sp. NLF-5-8	2698684	S	29383	6067	35450	0.00033
Solimonas sp. K1W22B-7	2303331	S	14908	1346	16254	0.00015
Flagellatimonas centrodinii	2806210	S	9123	1465	10588	0.00010
Acidiferrobacter sp. SPIII_3	1281578	S	295	18359	18654	0.00017
Acidiferrobacter thiooxydans	163359	S	213	13610	13823	0.00013
Sulfuricaulis limicola	1620215	S	12129	4464	16593	0.00016
Sulfurifustis variabilis	1675686	S	8265	2283	10548	0.00010
Candidatus Palibaumannia cicadellinicola	186490	S	11332	2099	13431	0.00013
endosymbiont of Sipalinus gigas	1972134	S	4857	165	5022	0.00005
Candidatus Nardonella dryophthoridicola	1971485	S	2994	81	3075	0.00003
endosymbiont of Pachyrhynchus infernalis	1971488	S	561	600	1161	0.00001
Candidatus Ruthia endofausta	2738852	S	2545	550	3095	0.00003
Candidatus Ruthturnera calyptogenae	386487	S	528	141	669	0.00001
Candidatus Vondammii sp. HM_W22	2687299	S	2870	157	3027	0.00003
Candidatus Vesicomyosocius okutanii	412965	S	189	397	586	0.00001
Candidatus Vesicomyosocius sp. SY067_SCS001	2732590	S	163	336	499	0.00000
Bathymodiolus septemdierum thioautotrophic gill symbiont	113267	S	319	205	524	0.00000
Bathymodiolus thermophilus thioautotrophic gill symbiont	2360	S	67	19	86	0.00000
Candidatus Azoamicus ciliaticola	2652803	S	3867	37	3904	0.00004
Candidatus Reidiella endopervernicosa	2738883	S	2887	75	2962	0.00003
Celerinatantimonas diazotrophica	412034	S	1897	13	1910	0.00002
Candidatus Steffania adelgidicola	1076626	S	587	1	588	0.00001
Candidatus Thioglobus autotrophicus	1705394	S	90	46	136	0.00000
Candidatus Thioglobus sp. NP1	2508687	S	88	175	263	0.00000
Candidatus Pseudothioglobus singularis	1427364	S	41	749	790	0.00001
Wohlfahrtiimonas chitiniclastica	400946	S	19220	1882	21102	0.00020
Ignatzschineria larvae	112009	S	1566	2320	3886	0.00004
Ignatzschineria rhizosphaerae	2923279	S	1326	1678	3004	0.00003
Cardiobacterium sp. Marseille-Q4385	2866573	S	1732	1290	3022	0.00003
Cardiobacterium hominis	2718	S	1532	1001	2533	0.00002
Dichelobacter nodosus	870	S	2114	495	2609	0.00002
Suttonella sp. R2A3	2908648	S	1404	300	1704	0.00002
Woeseia oceani	1548547	S	14868	17	14885	0.00014
Thiohalobacter sp. IOR34	3057176	S	1366	10	1376	0.00001
Thiohalobacter sp. COW1	2795687	S	262	1697	1959	0.00002
Thiohalobacter thiocyanaticus	585455	S	674	5341	6015	0.00006
Kangiella koreensis	261964	S	1547	4525	6072	0.00006
Kangiella geojedonensis	914150	S	410	490	900	0.00001
Kangiella sediminilitoris	1144748	S	224	236	460	0.00000
Candidatus Comchoanobacter bicostacola	2919598	S	7413	5	7418	0.00007
Sulfurivermis fontis	1972068	S	6642	520	7162	0.00007
Salinisphaera sp. LB1	2183911	S	4516	13	4529	0.00004
Gilliamella apis	1970738	S	337	356	693	0.00001
Gilliamella apicola	1196095	S	232	793	1025	0.00001
Gilliamella sp. ESL0405	2704653	S	97	57	154	0.00000
Gilliamella sp. ESL0443	2704655	S	26	24	50	0.00000
Gilliamella sp. wkB7	3120264	S	14	63	77	0.00000
Gilliamella sp. B3022	2817969	S	13	15	28	0.00000
Zophobihabitans entericus	1635327	S	1485	225	1710	0.00002
Frischella perrara	1267021	S	363	433	796	0.00001
Immundisolibacter cernigliae	1810504	S	3912	166	4078	0.00004
Rhizobium sp. BG4	2613770	S	31841	9131	40972	0.00038
Rhizobium sp. SL42	2806346	S	22265	7670	29935	0.00028
Rhizobium sp. 32-5/1	3019602	S	11506	2792	14298	0.00013
Rhizobium sp. SSA_523	2952477	S	10237	2625	12862	0.00012
Rhizobium sp. TH2	2775403	S	8949	1639	10588	0.00010
Rhizobium sp. WYJ-E13	2849093	S	8705	1419	10124	0.00009
Rhizobium sp. SSM4.3	2919917	S	7618	2751	10369	0.00010
Rhizobium sp. WL3	2603277	S	3076	1735	4811	0.00004
Rhizobium sp. CC-CFT758	2926709	S	2565	892	3457	0.00003
Rhizobium sp. BT-175	2986929	S	715	8365	9080	0.00008
Rhizobium sp. TAL182	2020313	S	578	1430	2008	0.00002
Rhizobium sp. Pop5	1223565	S	385	181	566	0.00001
Rhizobium sp. L51/94	2819999	S	330	1475	1805	0.00002
Rhizobium sp. Kim5	2020311	S	310	945	1255	0.00001
Rhizobium sp. CB3090	3039156	S	310	79	389	0.00000
Rhizobium sp. CB3060	3138255	S	246	985	1231	0.00001
Rhizobium sp. N324	1703969	S	211	6135	6346	0.00006
Rhizobium sp. 007	2785056	S	191	463	654	0.00001
Rhizobium sp. AB2/73	2795216	S	182	410	592	0.00001
Rhizobium sp. 11515TR	2028343	S	136	25	161	0.00000
Rhizobium sp. NZLR1	2731096	S	129	48	177	0.00000
Rhizobium sp. X9	2815360	S	109	844	953	0.00001
Rhizobium sp. NXC14	1981173	S	102	43	145	0.00000
Rhizobium sp. C104	2917727	S	95	140	235	0.00000
Rhizobium sp. NLR16a	2731112	S	91	43	134	0.00000
Rhizobium sp. BT03	3045156	S	58	44	102	0.00000
Rhizobium sp. CIAT894	2020312	S	55	29	84	0.00000
Rhizobium sp. CB3171	3039157	S	55	82	137	0.00000
